Open,High,Low,Close,Volume
81.306,83.614502,81.300499,83.530998,77528000
83.449997,84.213501,83.049004,83.654999,72290000
84.150002,85,83.967499,84.540497,71040000
84.559998,85.099998,84.217003,84.310997,58932000
85.150002,85.940002,84.656502,85.617996,151018000
85.635002,87.5,85.6315,87.107498,108582000
87.675499,89.208,87.675499,88.092499,127284000
88.497002,89.974998,88.351501,89.863503,125312000
89.813004,91.1875,89.363998,90.962997,115356000
90.508499,90.948997,88.155502,88.238503,127260000
87.889503,89.134003,87.375,88.712997,102076000
89.650002,90.288498,88.667999,89.188004,97318000
89.206497,89.375,87.283997,88.285004,86496000
88.5,88.8965,87.6735,88.670998,60860000
89.329002,89.642998,88.831497,89.037498,66416000
90.005501,90.783501,89.936501,90.709503,84776000
90.551003,91,90.255997,90.698997,68962000
91.335999,91.5,90.481003,91.035004,78522000
91.032501,91.4375,90.209999,90.943001,72478000
91.449997,91.929001,91.259499,91.863998,72810000
91.661499,92.510002,91.255501,92.492996,75056000
92.274498,92.654503,91.588997,91.792,74288000
92.050003,92.400002,91.440498,92.366501,59280000
92.434998,92.497498,92.015503,92.203499,53096000
92.419998,92.574997,92.065002,92.153,62288000
92.099998,92.342499,90.945,92.2435,74488000
92.567497,93.488503,92.400002,93.152,60892000
93.649498,93.823502,93.022003,93.240997,57870000
93.439499,93.541,92.973999,93.084503,54998000
92.769997,94.420998,92.281998,94.365501,67476000
94.559998,96.462997,94.478996,96.188499,92808000
96.25,96.484497,94.907997,95.087502,73516000
95.849998,96.122498,95.015503,95.112503,121982000
96.449997,97.550003,94.900002,97.531502,168652000
97.449997,97.817001,96.704498,96.921501,80426000
96.504997,96.7855,95.347504,96.325996,70120000
96.654503,97.181999,95.527496,95.575996,62340000
95.666496,96.077499,94.093498,95.041,79258000
97.449997,98.220001,96.800003,98.123001,127632000
95.899002,97.949997,95.525002,97.527496,108356000
96.999496,97.455002,95.168999,96.050003,118042000
95.943497,96.768501,95.5,95.888496,81572000
95,95.470001,93.800003,94.9935,106166000
94.900002,95.189499,92.800003,94.499001,114360000
91.828003,92.327003,90.900002,91.134003,115668000
91.974998,92.622002,90.787498,92.005997,92582000
91.397499,93.721497,91.150002,93.557503,93852000
94.296997,95.875504,94.114502,95.378502,94156000
94.652496,95.526497,93.366501,93.449997,94732000
92.634499,93.389,91.777,92.948502,75964000
93.739502,93.949997,92.300003,92.875999,80102000
92.588997,93.574501,92.550003,92.984001,58732000
91.829498,92.199997,90.209999,90.774002,88486000
91.794502,92.087997,90.892502,91.164001,67394000
91.637497,92.463501,91.3675,91.821503,64000000
91.155998,91.5,90.376503,90.959503,85580000
91.274498,91.473503,90.391502,90.816002,62938000
89.500504,89.779503,88.635002,88.753502,92376000
88.000504,88.314499,83.599998,84.634499,181974000
84.961998,86.541,84.044502,86.477997,113582000
87.480003,87.599998,85.762497,86.925003,84796000
86.885498,88,86.306503,87.718002,73786000
88.184998,90.3125,87.974503,90.2015,96164000
91.099998,94.2435,90.900002,93.031502,107420000
94.162498,94.684998,92.900002,93.184998,80854000
92.698997,93.25,92.219002,92.765999,53566000
93.335999,94.154503,93.111,93.514999,55916000
93.199997,93.800003,92.949997,93.483498,57024000
93.824997,94.7845,93.772499,94.301498,52686000
95.067497,96.083504,94.989502,95.068497,77914000
95.391998,95.978996,94.623497,95.439499,57906000
96.666496,96.760002,95.290001,95.9095,64344000
95.805,96.297501,95.378998,95.565002,78672000
95.633003,95.843002,95.065002,95.695,45660000
95.592003,95.819504,93.621002,93.913498,60246000
94.624001,95.190002,94.365997,94.891502,48838000
95.099998,95.561996,94.902,95.213997,42834000
95.455002,95.647003,94.199997,94.681503,60748000
96.149002,96.490997,95.733002,96.109497,63842000
95.969002,96.739502,95.331497,96.7155,52918000
96.794502,97.079498,96.525002,96.949997,33806000
96.43,97.294998,96.264999,97.1455,52568000
96.706001,97.800003,96.412498,97.615997,57668000
97.389999,99.500504,97.174004,99.415001,86914000
99.8255,101.247002,99.769997,100.870499,98638000
101.280998,101.790001,99.764999,100.053497,86356000
100.413498,100.849998,100.193497,100.550003,50186000
101.07,101.144997,100.077499,101.0495,59626000
100.528999,101.316002,100.060997,100.495003,52364000
100.352501,100.599998,99.601501,99.601501,51176000
99.000504,99.375,97.577499,98.894997,69738000
99.560501,99.800003,98.111504,98.225998,63712000
98.556999,99.449997,97.913002,99.281502,58000000
99.7995,99.889503,98.656502,99.724503,54070000
98.464996,100.065002,98.293503,100.040497,52626000
100.050003,100.059998,98.636002,98.691002,82730000
97.099998,97.544998,96.225502,97.152496,98542000
96.5,96.611504,94.527,95.622498,89864000
94.556,95.494499,94.174004,94.926498,58218000
94.905502,94.977501,92.472,93.338997,89414000
93.585999,94.896004,92.2005,92.765999,94266000
92.253502,92.318001,90.401001,91.162003,99124000
88.511002,89.433502,87.439003,88.2565,121164000
89.611504,89.688499,87.669998,89.391502,101406000
88.699501,89.946503,87.849998,89.669998,90538000
90.300003,91.712997,89.905502,91.644501,74024000
91.447502,91.554497,90.111,90.378998,57596000
89.7995,90.049004,88.849998,89.246002,58110000
89.150002,91.586998,89,91.217003,79880000
89.650497,89.782501,87.861,88.148003,97872000
89.099503,89.400002,88.098,88.806,75182000
89.644501,90.1455,89.227501,89.628502,60360000
90.903999,91.300003,90.630501,90.806,56326000
90.724998,90.841003,89.994003,90.069,38590000
90.969498,91.478996,90.75,91.177002,40636000
91.400002,91.470497,90.004997,90.233002,53070000
89.651497,90.245003,87.261497,87.481003,105416000
88.345497,88.5,87.175499,88.443497,61600000
88.786499,88.970001,87.334,88.091499,60394000
87.75,88.392998,87.202499,88.212502,48394000
89.150002,89.927498,88.862503,89.32,60302000
89.874496,89.987,88.2285,88.814499,61174000
88.5,90.040001,88.400002,89.491997,70860000
90.25,90.3815,89.811501,90.030998,46482000
91.097504,92.099998,90.778999,92.036003,66216000
91.911003,92.032501,91.32,91.675499,49938000
92.050003,92.5,91.230499,91.567497,59990000
91.137497,91.290497,90.266998,91.027496,52278000
90.607002,91.670998,90.454002,91.149498,48656000
91.8815,92.682999,91.713997,92.177498,56470000
92.100502,92.306,91.758499,91.967003,39426000
91.200996,91.2845,90.010002,90.391998,73510000
90.353996,91.199501,90.205002,91.127502,39648000
90.851997,91.102997,89.775002,90.873001,50112000
91.051003,91.628502,90.894997,91.074997,40630000
91.085503,91.531502,89.045998,89.708,106838000
88.849998,89.635002,88.365997,89.264999,58446000
89.530502,89.7855,86.777496,87.080498,92320000
87.367996,88.650002,86.150002,88.416496,69864000
88.139503,88.168503,86.574997,86.991997,70736000
87.400002,87.456001,85.691002,86.272499,78144000
86.349503,86.873001,85.460999,86.795502,52894000
87.300003,87.779999,86.420502,86.782501,61690000
86.387001,86.444504,85.25,85.661499,66022000
85.650002,86.25,84.252998,86.221001,69364000
86.301003,87.028999,85.961502,86.982498,49438000
86.581497,87.391502,86.184998,86.633003,43094000
86.124496,86.349998,85.25,85.275497,50840000
85.980499,86.497498,85.718002,86.099503,40870000
86.262001,86.914497,85.6875,86.013,51504000
87.146004,87.272499,86.492996,86.596001,65100000
86.445503,87.094498,86.099998,86.821503,38204000
87.107002,88.822502,87.030998,88.369003,62234000
88.666496,89.311996,88.526001,88.871498,55268000
89.824501,89.942497,89.100998,89.374001,52948000
89.389999,89.698997,87.459999,87.875504,67250000
88.483002,89.293999,88.25,89.282997,42608000
89.407501,89.488998,88.099998,88.286499,42234000
88.065002,88.502502,87.099998,88.108498,42764000
88.554497,89.417,88.013496,89.039001,88922000
84.877502,88.210503,84.75,88.066498,192528000
87.403,88.934998,87.125,88.853996,74178000
88.740501,88.849998,87.790497,88.135498,45538000
88.012001,89.119003,87.956001,88.999496,48988000
88.7995,89.599998,88.573997,88.833,55624000
89.400497,89.872498,89.260498,89.571999,55808000
90.050499,90.752998,90.050499,90.233002,55438000
90.458,90.512497,89.699997,90.085503,37710000
90.050003,90.125,89.429001,89.788498,40596000
90.188004,90.294998,89.174004,89.410004,53022000
89.394501,89.494003,88.702003,89.293999,42466000
88.900002,89,88.356499,88.582497,38920000
88.733002,89.310997,88.595497,88.900002,40752000
88.669502,88.75,87.365997,87.655502,59790000
87.571503,88.329498,87.477997,87.730003,45296000
88.002502,88.084,86.642998,86.974503,78552000
86.915001,87.684998,86.135498,87.626503,56790000
87.849503,88.033997,87.151497,87.639503,45416000
87.457001,88.125999,86.706001,87.276497,55800000
87.150002,87.343498,86.517998,86.735497,53258000
86.950996,87.321503,86.550003,87.286003,49582000
87.662498,88.871002,87.662003,88.692001,69724000
88.996002,89.851501,88.917503,89.847,63624000
90.050003,91.224998,89.865501,90.925499,60512000
90.889,91.234497,90.039497,90.040001,38468000
90.220001,90.277496,88.134003,89.080002,78512000
88,88.643501,87.361504,88.498001,67618000
88.7005,89.454498,88.011002,88.0345,53402000
88.175003,88.175003,87,87.024002,56476000
87.559998,87.720001,87.0065,87.580002,62348000
87.532997,88.344498,87.280502,87.475502,48856000
87.370003,87.533501,86.75,86.960503,50286000
87.083504,87.5,86.7855,87.435997,41952000
87.5,88.199997,87.272003,88.016502,61918000
88.25,88.449501,87.75,88.046997,54914000
88.349998,88.474998,87.852501,88.460503,62904000
88.900497,89.599998,88.869499,89.532997,72888000
89.750999,89.910004,89.117996,89.2015,67028000
89.025002,89.649498,88.703003,89.613998,53056000
89.981003,90.148499,89.122498,89.324997,103016000
89.413002,89.650002,89.225502,89.650002,42728000
89.690498,89.778503,89.378998,89.460503,17626000
90.050499,93.523003,89.974998,93.438499,120108000
94.146004,95.07,93.300499,93.489998,123732000
93.699997,94.199997,92.030998,92.344498,73494000
92.099998,92.663002,91.611504,92.391998,50130000
93.75,94.900497,93.207497,94.900497,80580000
93.224998,94.309998,93.224998,93.748497,75288000
93,95.184502,93,95.143997,81236000
95.224998,95.694504,94.601997,95.343002,80898000
94.902,95.550003,94.321999,94.598503,70160000
95.494499,95.890999,94.790001,95.052498,63346000
95.268501,95.347,94,94.157997,57074000
94.565498,94.900002,94.040001,94.565002,55616000
94.293999,94.355499,92.927498,93.472,68818000
93.612503,93.943001,92.754501,93.100998,57932000
94.149498,94.279503,93.301003,93.897003,53190000
94.294502,94.332001,92.862503,93.236,79946000
93.25,94.713501,93,94.599998,74156000
94.804497,95.125,94.167,94.373001,64326000
94.255501,94.499001,93.638,94.228996,49692000
94.568497,94.749496,92.372002,93.082001,75324000
91,92.050003,90.766998,91.417,70570000
92.025002,92.905502,91.500999,92.662498,56160000
93.199997,93.737503,92.750999,92.900002,41760000
92.900002,93.643501,92.530502,93.533997,126548000
102.573502,102.786003,100.113503,100.435997,311346000
100.529999,102.425003,100.012497,100.209999,117834000
101.494003,102.989998,100.768501,102.483498,105786000
103.551003,103.551003,101.599998,101.9935,87524000
102.051003,102.815002,101.239998,102.511497,63660000
102.099503,104.926498,101.904999,103.963997,101906000
104.250504,106.779999,104.248001,106.695503,101124000
107.544998,109.297501,106.800003,107.540001,114920000
108.160004,109.012497,107.764503,108,66686000
107.249496,108.514,107.099998,107.4935,60636000
107.783997,107.952003,106.294502,106.7435,52124000
106.250999,108.303497,106.205498,107.783501,58912000
108.389999,109.254997,108.056,108.511002,51224000
108.653503,108.8395,106.372498,107.654999,62626000
107.107498,107.227501,104.400002,104.7985,92926000
100.158997,101.964996,99.398499,100.4645,130940000
101.320999,101.730003,97.920998,98.637001,124382000
98.514,100.733498,98.022499,98.9795,104492000
96.719002,98.75,94.138,94.214996,162880000
90.731499,94.487999,90.556503,94.1875,189620000
95.324501,97.725502,93.5,97.697502,135234000
98.768501,99.816498,94.404503,95.449501,150690000
97.328499,98.900002,96.099998,98.791496,95458000
96.650002,98.036003,95.5,96.2015,94964000
93.75,95.543503,93.474998,95.054497,105472000
88.693001,93.138496,88.064499,90.030502,156264000
93.543999,94.713501,90.908501,94.591003,142666000
92.892502,93.566002,90.074997,91.042999,112496000
86.098999,88.25,83.75,83.830498,226924000
87.75,89.315498,84.030998,89.25,176194000
82.0755,87.972504,81.301498,84.457497,178346000
88.773499,92.889,84.461998,90.391998,218342000
87.5,92.083,87.25,91.5,192904000
93,97.25,91.6325,94.046501,207998000
96.315498,97.849998,91.036499,92.304497,196358000
91.387497,95.970001,90.599998,95.141502,156170000
97.574997,97.75,95.016998,97.004997,142942000
96.0345,97.513,94.289001,94.292,129582000
95.099998,97.824501,94.4645,97.774498,124426000
96.542999,96.989502,94.996002,95.004997,107758000
96.141502,98.681503,95.616997,98.197502,122522000
98.217499,99.651001,97.2005,97.486,102472000
96.648499,97.248001,94.650002,95.385002,82438000
95.082001,96.376503,94.5,95.941498,86720000
95.557503,96.316498,94.457497,95.329498,72198000
96.800003,99.926003,96.500999,99.879501,115464000
100.855499,101.786003,99.880997,100.580002,102280000
101.050003,102.199997,100.557503,102.150002,79546000
102.214996,102.650002,100.883003,102.138,92930000
102,109,101.900002,108.443497,134334000
110.023499,114.599998,109.310501,114.166,161744000
112.884003,116.668503,112.25,115.384003,137332000
117.300003,123.050003,116.75,120.4095,240764000
118.616501,120,115.801003,118.75,158600000
119.497498,122.249001,119.302498,119.680496,115414000
120.830498,121.415497,113.983002,116.405998,149534000
118.449997,119.699997,117.550003,118.1745,84244000
119.999001,121.210999,119.103996,119.972504,101332000
120.849998,121.0215,119.099998,120.511002,76498000
122.160004,122.244003,118.150002,118.800003,112912000
118.605003,118.675003,115.300003,115.704002,105388000
116.500504,119.594498,115.5,118.635498,91832000
120.991997,123.75,119.800499,123.699997,190692000
116.839996,118.122002,112.9095,114.302002,195452000
112.819,116.348999,112.819,115.7995,97318000
117,117.550003,115.356499,115.889999,64850000
116.472,117.872498,116,117.563004,62356000
118.738998,118.800003,117.155502,118.380501,67928000
118.607002,119.362,117.849998,118.980499,64132000
118.735001,120.983498,118.605499,120.449997,65184000
120.592499,120.949997,117.75,117.847504,61498000
118.339996,120.385002,116.889999,118.396004,95658000
118.050499,119.568497,117.6605,119.442497,72962000
118.426003,120.550003,117.818497,120.488998,84700000
120.217499,121.650002,119.2005,121.313004,87144000
121.491501,124.25,121.448502,122.466499,86410000
123.893501,125.000504,123.363503,124.897003,79962000
125,126.272499,122.126999,122.336998,102288000
122.750504,123.4925,121.5065,121.844002,57342000
122.900002,123.099998,120.703003,121.093002,71364000
120.249496,120.679001,116.5,120.519501,101138000
119.216499,121.848503,118.911499,120.055,63804000
120.796997,122.1185,119.910004,122.1185,70198000
122.400002,123.846497,122.208504,123.552002,58578000
123.349998,123.676498,122.265503,123.620499,50598000
123.400497,124.400002,123.058502,123.919998,53420000
123.871498,125.376999,122.500504,123.029999,58974000
122.225502,124.432503,121.856499,124.150002,66128000
125.010002,126.5,124.366997,126.203003,79414000
126.472,131.321503,126.25,130.042999,103520000
132.25,136.117493,131.313004,132.372498,98920000
130.175003,133.569,126.811501,127.898003,116002000
130.060501,131.074005,125.167503,127.250999,108722000
126.330002,129.199997,125.400002,128.634003,77302000
131,131,128.800003,130.763504,71712000
132.375,132.75,131.591003,132.048996,59186000
132.350494,132.981995,131.805496,132.699005,49756000
133.904007,134.871506,132.949997,133.750504,115540000
134.225006,135.75,133.449997,135.690994,64176000
136.300995,139.155502,135.901993,138.220505,84634000
139,139.800003,136.050003,136.720001,90532000
136.977493,137.811493,135.606995,137.729004,59374000
138.753006,139.128494,134.399994,134.643494,130016000
134.500504,134.839996,131.503998,134.018997,84468000
134.253494,138.481506,133.751495,137.940994,75394000
137.899506,144.75,137.699997,143.934998,127268000
145.600494,147.778,143.554993,144.514999,131868000
146.748505,152.994003,146.5,152.852005,137612000
152.927505,153.477493,149.5,150.005997,105150000
151.130493,154.198502,150.621506,154.055496,100752000
155.7995,159.694,153.699997,159.1315,127774000
159.587997,160.75,156.785004,160,109720000
162.552994,167.214493,153.419495,155.199997,154408000
154.449997,156.369003,147.5,154.199997,144638000
154.011505,154.917496,148.658997,150.443497,115778000
148.552994,151.600006,145.911499,149.994995,127884000
150.449997,151.199997,147.422501,148.098495,95226000
150.009995,160.067993,149.701004,159.841995,151964000
161.624496,162.029007,155.285995,156.914505,122426000
156.25,157.5,153.263,154.995499,82084000
154.913498,154.913498,148.5,149.327499,113138000
146.5,151.578995,144.399994,150.445496,112648000
153.100006,154.899994,150.788498,152.760498,83410000
152.713501,153.854507,149.787994,150.016495,62534000
151.5495,151.957993,149.838501,151.676498,59482000
150.699997,154.600006,150.25,152.593994,122566000
162.199997,162.341003,157.550003,158.233994,161710000
159.025497,159.199997,155.199997,155.594498,101494000
155.060501,158.362,155.060501,156.941498,93886000
157.188507,160.679504,156.365005,160.251495,78330000
159.718002,162.373505,158.2715,161.25,78812000
161.2005,162.040497,157.033493,158.373001,78722000
158.515503,158.625504,155.076004,157.408005,63346000
155.660004,157.960999,153.649994,154.033493,74362000
155.399994,158.719498,155.070999,158.112,70442000
159.149506,160.876007,157.75,158.050995,62980000
158.908997,158.912003,156,157.401001,55034000
158.656006,159.748505,157.709,159.120499,53824000
160.600006,166,160.291,165.624496,106920000
165.150497,165.794998,162.800003,163.024002,83702000
162.600006,165.630997,161.899994,164.8685,66650000
164.75,165.720001,163.769501,164.235992,71518000
165.507507,169.016006,162.878006,165.373001,93326000
164.749496,167.869995,163.350006,167.324493,79856000
167.555496,172.587006,167.2285,172.092499,130174000
172.502502,172.649994,168.899994,170,85296000
171.149994,171.668503,169.324997,170.089996,57940000
170.449493,174.75,170.25,172.548004,83718000
174.479004,175.693497,173.350006,174.955994,68644000
177.350006,177.612503,174.334503,176.572495,78630000
174.25,174.420502,165.149994,168.399994,163222000
165.899994,169.074997,155.556503,164.731003,175636000
157.199997,162.542496,156.5,157.492004,121884000
160.149506,165.158997,159.25,163.430496,103774000
165.360992,167.494507,158.527496,158.755493,106614000
160.434494,160.867004,154.199005,155.811005,101880000
158.647003,159.369507,154.800003,155.148499,90592000
156.807999,158.751007,155.445999,157.806503,80430000
158.999496,159.362,153.707504,153.904999,90244000
150.462494,151.471497,148.627502,150.436493,128982000
151.587006,151.889999,145.276993,147.745499,177852000
145.324997,148.100006,143.550003,148.023499,122358000
151.692001,156.699493,150.009995,156.449493,138976000
156.0215,156.350006,149.619003,149.992996,113054000
148.889496,153.464996,148.25,150.989502,110588000
152.742996,155.076996,149.949997,154.7565,92304000
157.442505,158.751999,155.858505,158.702499,84484000
158.769501,159.412994,156.626999,157.244003,69916000
157.057007,160.643997,156.699493,157.436493,97922000
160.399994,161.199997,158.600006,161.063004,99438000
157.681503,159.789993,156.149994,156.25,112262000
157.292007,160.126495,157.042496,159.960007,75506000
158.25,159.100006,154.5,154.998001,101738000
156.75,160,156.619507,159.7845,86188000
161.249496,161.664505,158.749496,159.527496,63482000
160.5,164.449493,159.891495,164.332504,98158000
167.496994,174.811996,166.977493,172.1465,167284000
173.399506,174.619003,171.210999,172.181503,114894000
172.350006,173.244003,167,168.185501,116254000
164.600494,167.794006,164,166.932495,104468000
168.161499,169.983002,158,163.635498,129488000
164.980499,166.449997,159.636993,160.360504,104472000
161.113998,163.300003,159.600494,160.850494,90194000
160.625,161.694,158,159.246994,91854000
159.4935,159.9375,156.097,158.820007,84240000
159.550003,160.266495,157,160.220001,69334000
159.936996,164.149002,157.664993,160.352005,118024000
161.246994,164.582993,160.565002,164.316498,85820000
162.464996,163.201004,158.123505,158.139008,111766000
160.063507,162.862503,158.199997,160.550507,131930000
157.887497,158.350006,150.949997,151.807495,167728000
153.087006,153.985504,147.505997,150.223999,145148000
150.926498,153.744995,149.048996,152.420502,97958000
157.999496,162.242493,156.986496,162.057999,136780000
165.998505,168.339996,164.444,166.100006,115786000
165.231995,166.100006,161.600006,165.568497,92946000
